BlFract,PitchAxis,StrcTwst,BMassDen,FlpStff,EdgStff
0.0,0.5,12.00002806121996,1603.200589873908,54784080473.72378,54772227589.643776
0.0344805170116393,0.4992152755398002,11.99964011912278,874.1006747689921,30962501618.314503,19357735082.09135
0.0689673975191762,0.4672485136741974,11.99671430769378,877.3946221484651,29229807693.56903,18348167789.942894
0.1034469135766283,0.4288897840799227,12.02241256026795,831.1469223911605,25165568239.184803,18179116243.087833
0.1379339990205685,0.3912335423197492,11.56869232147211,808.8733914706917,19313745468.331623,21066571572.713
0.1724181855255898,0.3606002388416181,11.03883227305816,712.8290302559174,10198060503.88172,20892971270.936825
0.2068986193664772,0.3402398741105638,10.37609005387132,631.8363667214202,6542715968.279441,19517748259.3714
0.2413775792954272,0.3306748768472906,9.48358989088998,557.4812652854494,5238147994.704094,16280281031.32129
0.2758624208035038,0.3302603283023026,8.661206923495264,506.4467088942064,4374090358.238111,13537184778.482342
0.3103451056153142,0.3361433319484836,7.850257468512085,462.5660638329852,3614646765.8681655,10949544321.328943
0.3448321547903672,0.3459405469678954,7.047057061811484,429.76618969127856,2989733923.5384526,8930736642.89513
0.3793123394443066,0.3588053915031434,6.190526877993271,404.5238453355175,2462641577.124448,7340278246.636752
0.4137941726258467,0.3742787356321839,5.440409048815762,380.1338564479744,1992614798.7535048,5931998711.713582
0.4482818342296974,0.3920532253662087,4.837699901176175,357.3896647842855,1580743018.7297862,4748434625.266124
0.482764412534646,0.4102244087380393,4.190684243696569,341.85766856271636,1233270134.3574257,3723439415.834666
0.5172465736612203,0.4282815639424382,3.520014974504586,319.72122514332045,931729626.6144298,2940148598.0497727
0.5517259133457584,0.4463827495700969,2.881890536278555,296.8583118419452,657011108.2003013,2286768321.354105
0.5862086652444077,0.4629447909024211,2.18751266734693,275.1783558520552,457128746.0196912,1779493557.6691551
0.6206949652273239,0.4781259370314843,1.59871564749251,254.46332291709857,310920332.1731925,1382346237.2997582
0.6551719841142299,0.4919919378338999,0.919854123077352,233.4732104247153,213386880.57335776,1064501342.2038952
0.6896582879742414,0.5036629588431591,0.262800892452079,214.05238021272095,156126236.44494638,817974593.7901003
0.724143682813822,0.513566091954023,-0.352359064289039,193.17407035749824,113597864.20623071,625934601.3658528
0.7586231597836172,0.5217514745916515,-1.002491400035471,172.32142953348156,81153009.94404282,476574975.5856407
0.7931011025897087,0.5253728858004458,-1.577842454204785,152.02390702607073,57281766.22171978,358965074.9505272
0.8275897060231471,0.5264592476489028,-2.172933952928573,131.5569373349866,39812336.14662736,266005800.07761395
0.8620721712768564,0.5227474695488077,-2.639337812859181,110.6478071943261,27241988.461780887,191886604.39587307
0.8965547308306578,0.5138115831586969,-3.065739832811044,88.1816889296709,17687411.020168204,131020930.67047974
0.9310400808627224,0.498389124668435,-3.21332740135285,61.480676564083055,9687127.289496323,76808560.27857694
0.9655187699072448,0.4762865900383142,-3.126041506422669,34.36529690644429,3058893.7690380253,30265103.554461528
1.0,0.446,-2.904225668350344,1.9659446080301823,497.5738685664706,16832.96643214886
